6
28
0
8
12
6
6
5
2
6
13
7
7
10
5
2
5
4
4
0
1
2
3
4
7
4
5
6
2
3
6
5
7
6
4
6
1
10
8
6
8
8
4
11
10
0
1
5
5
11
7
5
10
10
0
6
18
6
13
3
6
1
18
12
10
6
6
2
2
0
5
3
8
0
0
3
9
6
4
2
8
2
5
9
2
6
5
6
2
4
6
3
5
7
8
6
6
0
2
3
3
6
6
4
6
6
0
4
8
2
4
6
5
4
7
15
7
16
10
2
2
6
5
19
1
0
5
9
11
7
4
7
11
4
6
7
8
5
6
8
4
11
4
12
8
10
5
3
12
0
4
4
5
15
7
5
8
22
1
5
9
6
17
